Name,Mover Score,Pub Rank,All time high pub rank,All time low pub rank
package name,Calculated score based on all the other metrics,current rank,highest ever package rank,lowest ever package rank
flick_video_player,705,864,864,1254
amplify_flutter,708,865,865,1252
fluro,710,866,866,1268
pool,726,867,867,1352
firebase_ui_auth,691,868,868,1259
blurhash_ffi,705,869,586,981
brasil_fields,706,870,219,1240
crypt,674,871,598,871
multiselect_dropdown_flutter,435,2788,2651,2821
hand_signature,728,873,873,1328
battery_info,677,874,540,874
otp,705,875,200,1226
android_path_provider,682,876,572,876
blur,710,877,222,1263
rounded_loading_button_plus,674,878,629,878
pin_input_text_field,724,879,879,1392
preload_page_view,712,880,880,1262
shelf_multipart,822,881,661,2605
external_path,881,882,882,2932
neopop,674,883,484,883
kana_kit,757,884,599,1551
swipe_refresh,680,885,589,885
ripple_wave,769,886,658,2133
flow_builder,715,887,887,1288
substring_highlight,691,888,888,1265
map_picker,667,889,603,889
flutter_credit_card,691,890,135,1282
like_button,698,891,891,1277
skeleton_text,692,892,223,1270
gpx,679,893,548,893
storybook_flutter,740,894,894,1588
form_builder_image_picker,754,895,593,2067
web3dart,698,896,896,1285
extended_image_library,848,897,897,2824
fluentui_system_icons,701,898,898,1304
flutter_zoom_drawer,704,899,163,1300
google_api_headers,743,900,618,2106
storage_client,760,901,656,2139
dotted_decoration,696,902,902,1321
base32,696,903,642,985
deep_pick,719,904,234,1296
appinio_video_player,705,905,905,1288
cryptography_flutter,678,906,636,906
document_file_save_plus,448,2785,1758,2785
device_marketing_names,702,908,627,1084
flutter_nearby_connections,461,2784,2200,2876
measure_size,681,910,604,910
material_tag_editor,679,911,542,911
firestore_cache,743,912,621,1431
flutter_face_api,751,913,549,2012
flutter_vibrate,707,914,914,1289
flutter_bounce,670,915,488,915
flutter_swipe_action_cell,685,916,916,1300
flutter_simple_dependency_injection,683,917,569,917
custom_clippers,664,918,492,918
flutter_fgbg,690,919,919,1306
animated_tree_view,710,920,920,1392
catcher_2,673,921,653,921
rflutter_alert,692,922,922,1294
trotter,734,923,643,1375
mixpanel_flutter,709,924,924,1331
animated_splash_screen,698,925,925,1318
ssl_pinning_plugin,459,2783,2369,2930
numeral,662,927,584,927
cbor,718,928,640,1378
container_tab_indicator,724,929,596,1219
build,756,930,930,1818
barcode_scan2,696,931,931,1322
custom_sliding_segmented_control,709,932,932,1315
flutter_share,699,933,933,1333
buttons_tabbar,685,934,208,1327
flutter_breadcrumb,695,935,249,1323
jwt_decode,692,936,936,1317
texture_rgba_renderer,487,2777,1427,2777
glob,712,938,938,1415
flutter_web_bluetooth,773,939,607,1769
lazy_load_scrollview,700,940,940,1328
gradient_icon,673,941,639,941
exprollable_page_view,465,2774,2303,2774
iconsax,691,943,943,1339
states_rebuilder,741,944,944,1664
pull_to_refresh_flutter3,684,945,945,1344
community_charts_flutter,711,946,946,1366
sentry_logging,680,947,701,988
assorted_layout_widgets,713,948,948,1396
matrix4_transform,733,949,949,1659
nm,738,950,659,1613
bottom_sheet,702,951,951,1369
easy_dynamic_theme,659,952,652,952
concentric_transition,741,953,480,1940
yaml_writer,731,954,670,1458
list_ext,732,955,628,1456
selectable,759,956,700,2217
sound_mode,656,957,635,957
flutter_shaders,689,958,766,1352
action_slider,680,959,333,1349
dismissible_page,686,960,300,1358
chat_bubbles,803,961,961,2886
gcloud,698,962,267,1357
either_dart,703,963,963,1354
cli_util,735,964,964,1609
flutter_signin_button,694,965,965,1342
mutex,698,966,966,1377
drop_down_search_field,803,967,674,2161
widget_arrows,712,968,702,1374
flutter_emoji,690,969,969,1356
syntax_highlight,741,970,682,1494
contextmenu,732,971,971,1609
flutter_activity_recognition,693,972,605,1040
icalendar_parser,696,973,662,1200
notifications,463,2773,1541,2773
chalkdart,771,975,494,1750
redux_epics,875,976,704,2814
rx_bloc,792,977,646,2057
icons_plus,688,978,978,1365
expansion_tile_card,688,979,979,1362
localstorage,672,980,211,1330
flutter_security_checker,688,981,667,1041
signalr_netcore,692,982,982,1370
decorated_icon,655,983,712,983
paginated_list,508,2772,1944,2936
camera_web,701,985,254,1343
flutter_phone_direct_caller,691,986,986,1369
latlng,665,987,644,987
flutter_custom_clippers,685,988,988,1375
water_drop_nav_bar,666,989,561,989
dio_intercept_to_curl,491,2769,1970,2769
flutter_fancy_tree_view,706,991,991,1413
protocol_handler,661,992,634,992
cross_file,688,993,993,1397
remove_emoji,671,994,646,994
number_pagination,654,995,673,995
circular_seek_bar,668,996,648,996
phone_form_field,696,997,997,1386
line_icons,838,998,998,2942
duration,699,999,999,1372
gql_http_link,711,1000,661,1267
horizontal_data_table,692,1001,1001,1376
hsv_color_pickers,471,2767,1748,2767
separated_row,522,2764,1191,2764
quickalert,683,1004,1004,1391
bottom_picker,676,1005,267,1381
email_otp,664,1006,565,1006
drag_select_grid_view,659,1007,675,1007
tab_indicator_styler,692,1008,1008,1403
solar_icons,458,2750,2476,2765
social_share,687,1010,1010,1367
floating_action_bubble,691,1011,419,1388
flex_list,500,2748,1250,2813
align_positioned,718,1013,1013,1578
extended_masked_text,688,1014,1014,1409
proximity_sensor,753,1015,681,2251
native_screenshot,467,2745,2442,2836
camera_windows,663,1017,494,1017
d_chart,677,1018,359,1389
syncfusion_flutter_maps,790,1019,1019,2976
open_file_manager,673,1020,715,1020
custom_text,718,1021,768,1482
country_currency_pickers,464,2734,2197,2734
app_bar_with_search_switch,543,2733,1214,2858
flutter_nfc_kit,671,1024,267,1390
perfect_volume_control,460,2731,2294,2763
rfc_6901,863,1026,664,2969
lrc,481,2727,1463,2727
drag_and_drop_lists,673,1028,1028,1411
auto_injector,802,1029,1029,2511
flutter_reorderable_grid_view,689,1030,363,1444
persistent_bottom_nav_bar_v2,676,1031,1031,1412
particles_fly,483,2722,1745,2750
flutter_archive,679,1033,1033,1399
sliver_sticky_collapsable_panel,815,1034,712,2307
fl_location,664,1035,645,1035
fl_country_code_picker,658,1036,429,1036
flutter_map_cache,669,1037,686,1037
rational,724,1038,691,1499
dbus,755,1039,1039,1956
animated_marker,485,2720,1653,2720
dart_amqp,657,1041,619,1041
google_geocoding_api,667,1042,671,1042
open_mail_app,681,1043,1043,1410
timer_count_down,685,1044,1044,1429
grinder,708,1045,1045,1654
draggable_float_widget,722,1046,1046,1635
flame_tiled,730,1047,737,2226
executor,776,1048,678,1995
audio_streamer,737,1049,675,1627
app_install_date,497,2719,1048,2719
screen_protector,672,1051,1051,1401
biometric_storage,710,1052,1052,1593
app_runner,496,2718,1511,2718
bubble_box,665,1054,671,1054
global_configuration,687,1055,1055,1473
currency_icons,545,2716,1644,2970
epub_view,647,1057,685,1057
fc_native_video_thumbnail,689,1058,711,1339
overflow_view,741,1059,1059,1893
plugin_wifi_connect,471,2714,1655,2714
form_builder_file_picker,731,1061,647,2137
simple_speed_dial,649,1062,573,1062
android_alarm_manager_plus,675,1063,292,1452
app_installer,652,1064,642,1064
just_debounce_it,484,2713,1796,2713
salomon_bottom_bar,685,1066,191,1440
scroll_snap_list,681,1067,1067,1441
apple_product_name,670,1068,698,1068
country_pickers,671,1069,1069,1445
dash_flags,663,1070,680,1070
palette_generator,694,1071,131,1493
intro_slider,677,1072,1049,1442
video_editor,680,1073,279,1480
universal_file,794,1074,674,2263
rubber,714,1075,1075,1667
fixnum,671,1076,1076,1459
slugify,675,1077,984,1340
appinio_social_share,670,1078,1078,1448
nanoid,685,1079,1079,1509
elementary_helper,523,2711,1873,2982
nepali_utils,687,1081,704,1348
cancellation_token,727,1082,699,1702
fuzzywuzzy,694,1083,1083,1493
flutter_date_pickers,678,1084,1084,1458
load_switch,746,1085,780,2382
downloadsfolder,687,1086,735,1245
flutter_app_badge,699,1087,768,1422
form_validator,683,1088,1088,1484
hl_image_picker,657,1089,688,1089
cbl_flutter,710,1090,654,1469
uri_to_file,648,1091,688,1091
simple_gradient_text,673,1092,1092,1449
chips_choice,677,1093,1093,1453
pod_player,659,1094,1093,1461
new_version_plus,673,1095,1095,1462
phosphor_flutter,678,1096,1096,1476
story,671,1097,1097,1432
jinja,717,1098,684,1520
loading_gifs,456,2708,2052,2708
card_stack_widget,514,2704,1080,2704
rename_app,680,1101,1101,1469
checks,780,1102,338,2002
flutter_holo_date_picker,659,1103,1103,1471
translator,668,1104,1048,1457
flutter_lucide,682,1105,690,1242
advanced_in_app_review,661,1106,717,1106
source_helper,750,1107,716,1937
flutter_chat_bubble,659,1108,1108,1483
amplify_auth_cognito,680,1109,1109,1476
flutter_file_downloader,659,1110,309,1481
string_similarity,687,1111,323,1494
radar_chart,703,1112,697,1479
ferry,801,1113,726,2863
extended_sliver,718,1114,1114,1769
flutter_vlc_player,670,1115,294,1519
firebase_app_installations,757,1116,708,1987
sp_util,645,1117,675,1117
queue,750,1118,1118,2648
speech_balloon,667,1119,735,1119
flutter_app_update,678,1120,597,1148
iconify_flutter_plus,839,1121,696,2759
flutter_client_sse,734,1122,1122,1923
google_mlkit_selfie_segmentation,719,1123,725,1643
slider_button,668,1124,1124,1476
rive_animated_icon,687,1125,658,1259
bluez,790,1126,1093,2644
anchor_scroll_controller,671,1127,724,1150
loading_overlay,838,1128,316,2599
easy_mask,676,1129,1129,1498
text_scroll,665,1130,1130,1507
local_rembg,515,2700,1384,2700
move_to_background,682,1132,1132,1488
gauge_indicator,671,1133,393,1522
isolate_handler,810,1134,748,2455
vm_service,691,1135,1135,1598
sqflite_common_ffi_web,643,1136,726,1136
info_popup,678,1137,437,1504
filesystem_picker,687,1138,1138,1528
gtm,664,1139,745,1212
search_choices,689,1140,291,1491
multi_trigger_autocomplete,679,1141,713,1366
debounce_throttle,697,1142,1142,1655
intl_phone_field,692,1143,1143,1911
animated_digit,671,1144,1144,1511
persian_number_utility,645,1145,858,1156
interactive_slider,745,1146,784,2329
envify,743,1147,613,1949
flame_forge2d,494,2699,620,2699
flutter_timer_countdown,667,1149,1149,1523
typed_data,678,1150,1150,1647
scroll_pos,712,1151,1151,1814
timer_builder,668,1152,1152,1517
jose,703,1153,1153,1737
flutter_inapp_purchase,668,1154,1154,1512
theme_provider,676,1155,1155,1638
open_route_service,671,1156,754,1221
bottom_navy_bar,659,1157,1076,1538
dropdown_textfield,654,1158,1158,1546
nearby_connections,658,1159,733,1159
ota_update,665,1160,1160,1546
pubspec_parse,697,1161,1161,1698
country_state_city,651,1162,737,1162
search_page,634,1163,513,1163
flutter_advanced_drawer,711,1164,296,1525
date_time_format,658,1165,1165,1560
flutter_upgrade_version,658,1166,741,1166
signal_strength_indicator,655,1167,744,1167
dotted_dashed_line,642,1168,739,1168
flutter_statusbarcolor_ns,666,1169,1169,1550
social_sharing_plus,844,1170,787,2847
pixel_perfect,674,1171,600,1580
colorfilter_generator,723,1172,718,1713
flutter_file_dialog,670,1173,1173,1569
appinio_animated_toggle_tab,495,2698,1448,2698
alfred,505,2697,733,2793
image_picker_web,661,1176,318,1532
blue_thermal_printer,672,1177,1177,1526
appdynamics_agent,477,2684,2573,2924
loadmore,670,1179,1179,1532
watch_connectivity,670,1180,849,1360
country_codes,721,1181,441,1726
chewie_audio,739,1182,1182,2154
gql_dio_link,638,1183,727,1183
wav,663,1184,814,1324
mockingjay,698,1185,358,1553
flutter_mailer,682,1186,1186,1663
flutter_acrylic,672,1187,365,1605
yandex_mapkit,657,1188,1188,1554
completion,657,1189,1189,1558
loggy,640,1190,1190,1546
time_machine,659,1191,1191,1603
slide_to_act,656,1192,1192,1557
gql_link,707,1193,742,1661
statusbarz,659,1194,720,1194
kpostal,659,1195,730,1195
dynamic_fonts,740,1196,817,1923
model_viewer_plus,672,1197,380,1549
rnd,651,1198,709,1198
sqflite_sqlcipher,660,1199,1199,1550
flutter_translate,654,1200,318,1565
bluetooth_thermal_printer,644,1201,574,1201
flutter_radio_player,496,2682,1196,2682
flutter_resizable_container,760,1203,721,2492
flutter_oss_licenses,709,1204,1204,2006
google_mlkit_digital_ink_recognition,697,1205,750,1577
highlight_text,663,1206,1206,1576
cached_video_player_plus,685,1207,388,1586
chinese_font_library,651,1208,733,1208
pem,640,1209,743,1209
system_tray,673,1210,1210,1670
table_sticky_headers,681,1211,1211,1702
animation_wrappers,641,1212,746,1212
browser_launcher,644,1213,774,1213
flutter_rx_bloc,753,1214,719,2116
currency_picker,640,1215,1215,1601
dough,719,1216,720,1913
simple_gesture_detector,715,1217,1217,2011
fast_contacts,659,1218,1218,1587
layout,699,1219,1219,1960
camera_android_camerax,671,1220,384,1613
launch_app_store,698,1221,812,1610
flutter_otp_text_field,849,1222,275,2991
ping_discover_network_forked,475,2673,2471,2806
pasteboard,661,1224,1224,1602
markdown_toolbar,707,1225,793,1853
truecaller_sdk,471,2671,2288,2768
fuzzy,669,1227,1227,1749
meta_seo,644,1228,355,1578
daylight,738,1229,830,2064
custom_rating_bar,631,1230,693,1230
async_redux,698,1231,1231,1945
sn_progress_dialog,659,1232,1232,1623
flame_bloc,734,1233,796,2447
fluster,659,1234,1234,1611
share_extend,663,1235,1235,1607
nordic_dfu,651,1236,756,1236
common_utils,651,1237,1237,1720
wc_form_validators,449,2664,2598,2798
number_paginator,654,1239,385,1643
unicons,662,1240,1240,1603
flutter_drawing_board,652,1241,432,1611
flutter_barcode_listener,659,1242,1242,1616
odoo_rpc,553,2659,1048,2746
el_tooltip,663,1244,458,1624
another_xlider,654,1245,1245,1633
splash_view,485,2655,1043,2655
keyboard_attachable,685,1247,1247,1740
desktop_multi_window,669,1248,1248,1737
dart_ping_ios,481,2654,1781,2654
flutter_helper_utils,781,1250,815,2574
ai_barcode_scanner,663,1251,371,1630
chunked_stream,803,1252,1252,2850
flutter_map_math,492,2653,1090,2653
geocode,648,1254,1254,1676
country_icons,656,1255,1255,1657
firebase_in_app_messaging,658,1256,1096,1778
simple_grid,677,1257,794,1479
scroll_to_hide,657,1258,723,1286
wallet,794,1259,773,2564
macos_window_utils,651,1260,739,1658
console_bars,770,1261,894,2427
twitter_login,658,1262,1262,1620
flutter_wizard,516,2652,2186,2957
path_provider_windows,676,1264,1264,1727
keyboard_service,693,1265,825,1645
flutter_floating_bottom_bar,641,1266,371,1266
streaming_shared_preferences,660,1267,1267,1649
mesh_gradient,670,1268,597,1655
string_contains,511,2651,1004,2794
vertical_weight_slider,660,1270,736,1270
background_sms,467,2641,2065,2641
directus,519,2637,1639,2637
bmprogresshud,488,2632,1760,2632
multiple_stream_builder,650,1274,731,1274
azblob,647,1275,757,1275
download,664,1276,378,1659
photo_gallery,653,1277,1277,1651
dynamic_height_grid_view,648,1278,1278,1672
sqlbrite,690,1279,919,1685
bubble_tab_indicator,648,1280,1280,1653
material_dialogs,643,1281,1233,1654
easy_loading_button,480,2631,2047,2732
carousel_slider_plus,658,1283,1283,1738
code_text_field,661,1284,1284,1760
lazy_load_indexed_stack,654,1285,444,1706
flutter_onboarding_slider,651,1286,301,1590
flutter_pw_validator,658,1287,1287,1667
flutter_constraintlayout,631,1288,756,1288
video_player_web_hls,658,1289,1289,1699
app_usage,639,1290,853,1290
liquid_swipe,648,1291,1159,1671
volume_watcher,651,1292,806,1292
humanizer,734,1293,739,2374
minio,693,1294,567,1899
widget_circular_animator,636,1295,759,1295
widget_and_text_animator,639,1296,1296,1713
fast_image_resizer,478,2630,1612,2630
integral_isolates,760,1298,831,2355
hijri,665,1299,1299,1718
glass_kit,661,1300,1300,1700
weather,638,1301,1301,1690
binary,665,1302,849,1471
oxidized,748,1303,1096,2762
disable_battery_optimization,628,1304,1304,1711
flutter_window_close,669,1305,435,1673
multiselect,646,1306,1306,1669
process,654,1307,1307,1692
scroll_to_animate_tab,560,2627,1690,2996
webview_all,643,1309,819,1309
usb_device,522,2625,1513,2625
amplify_storage_s3,650,1311,1311,1748
flutter_settings_screens,670,1312,1312,1835
fresh_graphql,666,1313,781,1429
flutter_oss_aliyun,515,2624,746,2943
alarm,617,1315,373,1315
auto_updater,676,1316,1316,1830
flutter_analog_clock,465,2620,2313,2620
android_package_installer,760,1318,822,2393
messagepack,736,1319,882,2434
credit_card_validator,663,1320,1320,1717
animator,640,1321,1321,1706
menu_bar,634,1322,863,1339
uuid,689,1323,28,2472
backdrop,655,1324,1324,1724
animated_reorderable_list,646,1325,509,1325
dual_screen,658,1326,1326,1714
scroll_date_picker,652,1327,459,1686
community_material_icon,645,1328,1328,1758
firebase_vertexai,677,1329,1329,1869
flutter_image,644,1330,450,1699
flutter_sound_record,631,1331,907,1331
simple_tags,491,2605,1599,2605
hover_menu,506,2603,1562,2603
animated_notch_bottom_bar,630,1334,1275,1682
talker_riverpod_logger,670,1335,842,1539
reorderable_grid,657,1336,1336,1742
cupertino_onboarding,486,2602,1938,2602
easy_splash_screen,507,2600,641,2647
dart_appwrite,671,1339,412,1743
flutter_sms,645,1340,1225,1696
widgetbook_annotation,637,1341,895,1341
add_to_google_wallet,697,1342,911,1841
rfw,703,1343,1343,2203
deepgram_speech_to_text,750,1344,864,2576
computer,667,1345,746,1580
store_checker,657,1346,1346,1765
memory_cache,656,1347,810,1490
confirm_dialog,731,1348,813,2170
apivideo_live_stream,698,1349,1349,2168
system_resources,779,1350,997,2728
animated_rating_stars,506,2593,920,2645
top_modal_sheet,469,2592,2435,2665
schedulers,660,1353,755,1522
pagination_flutter,473,2590,2469,2687
swipe,635,1355,874,1355
google_mlkit_language_id,660,1356,841,1525
flutter_intro,641,1357,1357,1731
neat_cache,640,1358,859,1358
background_location_tracker,779,1359,854,2763
screen_recorder,641,1360,777,1360
syncfusion_flutter_datagrid_export,651,1361,1361,1772
sms_advanced,493,2587,2240,2776
freezed,686,1363,23,2502
scrollable_clean_calendar,648,1364,502,1733
agora_chat_sdk,484,2584,2424,2777
hotkey_manager,656,1366,594,1812
flutter_spinbox,646,1367,1367,1733
otp_text_field,678,1368,1368,2153
flutter_code_editor,646,1369,1369,1754
lat_lng_to_timezone,460,2582,2582,2728
ollama_dart,687,1371,1038,1822
page_view_dot_indicator,633,1372,1372,1760
numerus,681,1373,886,1720
validatorless,636,1374,1374,1725
animate_icons,645,1375,1375,1723
windows_taskbar,654,1376,1376,1767
number_to_words_english,624,1377,878,1377
scidart,666,1378,1378,1877
particle_field,632,1379,664,1730
marquee_list,628,1380,894,1380
simple_icons,652,1381,1381,1758
flutter_sticky_widgets,628,1382,722,1382
timer_button,626,1383,784,1383
scrollable_positioned_list,726,1384,1384,2528
video_player_media_kit,697,1385,1385,2130
password_strength_checker,639,1386,857,1386
flutter_animator,640,1387,1387,1749
gif,653,1388,1388,1803
flutter_bounceable,653,1389,473,1787
bottom_sheet_bar,724,1390,1390,2545
progressive_image,652,1391,511,1794
google_sign_in_ios,663,1392,1392,1919
hashids2,685,1393,913,1772
simple_ripple_animation,637,1394,393,1754
build_web_compilers,679,1395,1395,2086
onboarding_overlay,663,1396,1396,2014
native_video_player,632,1397,853,1397
device_region,640,1398,946,1415
combine,632,1399,882,1399
crypto_keys,673,1400,872,1692
another_transformer_page_view,652,1401,602,1767
loading_animations,639,1402,1402,1753
flutter_inappwebview,716,1403,1403,2542
localstore,654,1404,453,1775
firedart,645,1405,1405,1896
stats,675,1406,866,1709
percent_indicator,679,1407,34,2532
focus_on_it,688,1408,913,1910
progress_stepper,634,1409,868,1409
double_back_to_close_app,641,1410,1279,1762
random_password_generator,645,1411,884,1413
date_picker_plus,629,1412,1412,1774
stylish_bottom_bar,651,1413,353,1785
nominatim_flutter,797,1414,881,2912
searchable_listview,640,1415,1415,1761
random_avatar,643,1416,1416,1801
flutter_avif,643,1417,731,1417
flutter_material_color_picker,624,1418,1418,1760
firebase_ui_localizations,629,1419,945,1449
shopify_flutter,751,1420,777,2734
auto_animated_list,641,1421,931,1421
fluid_dialog,608,1422,756,1422
test,691,1423,823,2559
json_view,759,1424,952,2636
cached_query_flutter,705,1425,932,2064
dropdown_button2,685,1426,824,2544
langchain,702,1427,592,1856
flutter_markdown_latex,679,1428,945,1782
flutter_spinkit,711,1429,1429,2561
country,633,1430,894,1446
wifi_iot,634,1431,1236,1759
kalender,706,1432,1432,2406
flutter_unity_widget,636,1433,1363,1837
cloudinary_public,641,1434,1434,1776
rich_readmore,625,1435,863,1435
flutter_alarm_clock,625,1436,1083,1543
firebaseapis,778,1437,782,2703
proste_bezier_curve,490,2580,2148,2772
shared_preferences_windows,669,1439,1439,2031
pin_code_fields,699,1440,1440,2566
pedometer_2,560,2575,1715,2982
google_maps_cluster_manager_2,460,2573,2553,2743
slang_gpt,716,1443,862,2111
mp3_info,520,2561,1692,2561
meta,708,1445,1445,2572
svg_path_parser,667,1446,1446,2135
auto_orientation,634,1447,1447,1815
drift_sqflite,622,1448,904,1448
flutter_beep,624,1449,1449,1799
media_scanner,622,1450,878,1450
input_with_keyboard_control,486,2558,1738,2558
image_pixels,661,1452,1452,1993
aws_cloudwatch,499,2555,1629,2555
filter_list,619,1454,1416,1864
encryptor,489,2552,1386,2552
dartz,707,1456,1456,2575
managed_configurations,701,1457,885,2061
multi_value_listenable_builder,632,1458,883,1458
flutter_gravatar,511,2550,1645,2550
flutter_popup,641,1460,1460,1850
timeago,687,1461,815,2584
bcrypt,613,1462,1364,1524
usb_serial,628,1463,1462,1806
flutter_grid_button,644,1464,990,1533
embrace,505,2549,1677,2549
flutter_accessibility_service,496,2548,1622,2548
screen_capturer,627,1467,854,1467
google_ml_vision,494,2547,1946,2699
simplytranslate,525,2541,1346,2605
vimeo_player_flutter,618,1470,882,1470
mesh,679,1471,1471,2220
material_segmented_control,635,1472,487,1814
flutter_overlay_loader,623,1473,1473,1838
duration_picker,634,1474,1474,1819
easy_pdf_viewer,626,1475,1475,1822
expandable,705,1476,1476,2601
cached_video_player,616,1477,1477,1810
simple_pip_mode,754,1478,877,2759
image_compression_flutter,623,1479,1472,1856
fetch_client,664,1480,1480,2074
flutter_local_notifications_platform_interface,685,1481,1481,2361
boleto_utils,723,1482,918,2394
diagram_editor,706,1483,773,2588
simple_fontellico_progress_dialog,481,2538,2153,2701
google_mlkit_document_scanner,650,1485,805,1570
open_app_file,484,2537,2241,2611
google_mlkit_face_mesh_detection,670,1487,985,1864
pay_with_paystack,523,2534,703,2698
painter,650,1489,1489,1970
flutter_scrolling_fab_animated,635,1490,807,1490
r_upgrade,614,1491,557,1491
light,791,1492,950,3000
shelf_plus,753,1493,523,2411
package_rename_plus,758,1494,903,2713
background_app_bar,522,2533,2278,2814
ai_barcode,606,1496,794,1496
loop_page_view,649,1497,1497,1937
image_downloader,635,1498,474,1871
flutter_rating_stars,611,1499,1499,1872
flutter_blurhash,713,1500,1500,2642
turf,628,1501,750,1838
adapty_flutter,650,1502,1502,1985
instabug_flutter,631,1503,714,1826
input_history_text_field,493,2524,2420,2738
device_preview,699,1505,1505,2621
otp_timer_button,600,1506,895,1506
flutter_confetti,661,1507,742,2030
colored_json,688,1508,1034,2296
flutter_app_version_checker,483,2520,2077,2579
custom_timer,608,1510,1498,1803
qr_bar_code_scanner_dialog,515,2515,752,2580
tuple,692,1512,1512,2624
flutter_voice_processor,748,1513,908,2619
panara_dialogs,626,1514,493,1845
auth_buttons,618,1515,1515,1881
flutter_flip_card,622,1516,1516,1873
websocket_universal,558,2514,950,2734
flutter_verification_code,617,1518,1416,1861
pointycastle,711,1519,1519,2629
sumup,522,2510,1654,2510
filepicker_windows,650,1521,497,1830
serverpod,651,1522,704,2298
derry,704,1523,1523,2549
barbecue,493,2509,2509,2787
advertising_id,618,1525,1525,1874
iconsax_plus,512,2506,2500,2843
dynamic_themes,493,2505,2411,2685
crop,620,1528,1528,1804
i18next,672,1529,997,1929
csv,699,1530,1530,2638
osm_nominatim,622,1531,821,1531
settings_ui,701,1532,1532,2640
pull_to_refresh,699,1533,1533,2644
loading_more_list,641,1534,442,1896
motion_sensors,500,2503,2355,2667
before_after,630,1536,571,1896
numeric_keyboard,487,2501,1859,2536
flutter_pin_code_fields,474,2497,2177,2560
flutter_midi_command,635,1539,873,1539
flame_texturepacker,570,2496,1662,2911
media_store_plus,628,1541,1541,1906
blockchain_utils,721,1542,1063,2470
angles,723,1543,1003,2526
routefly,528,2494,2181,2919
smooth_video_progress,492,2491,2443,2655
cloud_firestore_odm,653,1546,1546,2169
whatsapp_share,506,2490,2111,2698
edge_detection,624,1548,1358,1729
image_gallery_saver_plus,705,1549,580,2071
day_picker,614,1550,922,1550
form_validation,642,1551,1051,1745
page_flip,490,2488,2110,2618
dash_bubble,599,1553,768,1553
basic_utils,694,1554,1554,2655
sodium,684,1555,1028,2323
root_jailbreak_sniffer,634,1556,1041,1667
signalr_flutter,604,1557,1051,1607
get_thumbnail_video,733,1558,1558,2844
animate_gradient,629,1559,1559,1950
toggle_list,605,1560,992,1560
flutter_heatmap_calendar,621,1561,1561,1841
visibility_detector,689,1562,1562,2656
vector_map_tiles,628,1563,508,1899
flutterlifecyclehooks,531,2487,728,2537
flavor,626,1565,804,1565
smart_text_flutter,526,2485,1353,2485
msal_auth,714,1567,1168,2464
google_mlkit_smart_reply,635,1568,1037,1710
flutter_web_frame,619,1569,1569,1875
floating_chat_button,685,1570,835,2063
thumbnailer,651,1571,1571,2142
cool_dropdown,602,1572,1571,1885
flutter_color,522,2484,1574,2852
the_apple_sign_in,589,1574,1404,1868
phone_input,516,2483,2483,2913
paged_vertical_calendar,607,1576,1576,1852
storage_space,630,1577,1052,1674
eventify,663,1578,1578,2342
swipeable_tile,645,1579,1579,2173
status_alert,505,2482,1796,2585
logging_to_logcat,520,2481,1864,2516
app_group_directory,494,2479,1575,2479
widgetbook_generator,715,1583,1079,2798
wechat_kit,601,1584,1333,1612
flutter_mrz_scanner,649,1585,1040,1934
native_image_cropper,609,1586,807,1586
slider_captcha,612,1587,525,1587
file_selector_macos,511,2478,2478,2870
path_to_regexp,629,1589,1589,2126
vpn_connection_detector,617,1590,999,1590
rating_dialog,617,1591,1354,1875
flutter_initicon,484,2471,2257,2592
arc_progress_bar_new,532,2470,1759,2518
google_sign_in_dartio,637,1594,799,1594
widget_size,616,1595,899,1595
form_builder_phone_field,514,2464,2417,2906
grouped_scroll_view,615,1597,1079,1597
tutorial_coach_mark,668,1598,950,2686
map_launcher,670,1599,93,2693
json_api,704,1600,1083,2450
flutter_gutter,611,1601,1016,1601
textfield_search,609,1602,1602,1926
passkeys,704,1603,1603,2761
events_emitter,521,2463,2463,2935
metadata_fetch,639,1605,1605,2101
pdfx,670,1606,982,2676
supabase_auth_ui,604,1607,1607,1949
flutter_web_optimizer,701,1608,870,2441
flutter_polygon,598,1609,863,1609
grpc,686,1610,190,2700
onesignal_flutter,662,1611,1611,2697
saver_gallery,635,1612,1612,2062
patterns_canvas,608,1613,1613,1963
flutter_app_lock,506,2459,1743,2502
flutter_html_to_pdf,597,1615,1481,1892
xid,635,1616,1086,1747
image_fade,591,1617,1617,1897
json_store,601,1618,1103,1618
purchases_flutter,672,1619,1619,2702
indexed_list_view,618,1620,1620,1926
photo_editor_sdk,646,1621,1621,2270
horizontal_blocked_scroll_physics,628,1622,1078,1711
flutter_remix,499,2458,2058,2595
network_to_file_image,612,1624,1624,1913
universal_platform,694,1625,1625,2700
firebase_database,665,1626,1626,2710
connecteo,660,1627,1627,2351
image_sequence_animator,661,1628,1628,2322
davi,641,1629,1111,1894
geojson,497,2455,2165,2554
weekly_date_picker,612,1631,761,1631
country_calling_code_picker,496,2454,1945,2574
day_night_time_picker,638,1633,1633,2306
dot_navigation_bar,615,1634,1473,1985
delightful_toast,629,1635,473,1897
espresso,670,1636,1031,2167
livechatt,659,1637,900,1948
cupertino_stepper,623,1638,1638,2065
matrix2d,724,1639,1639,2989
auth0_flutter,559,2453,472,2453
flutter_animated_progress_bar,643,1641,1025,1876
web,692,1642,1642,2725
cart_stepper,595,1643,995,1643
flutter_network_connectivity,615,1644,918,1644
label_marker,603,1645,1597,1943
version,678,1646,1646,2717
